Date,equity
2018-11-16,1.054274580025207
2018-11-19,1.0275409224187049
2018-11-20,1.0480012906836587
2018-11-21,1.0462872059831834
2018-11-23,1.0435120079732378
2018-11-26,1.0504520100505474
2018-11-27,1.049360228289804
2018-11-28,1.0550718743006497
2018-11-29,1.0524759607528429
2018-11-30,1.052874571445746
2018-12-03,1.0667322527621044
2018-12-04,1.0765730894038255
2018-12-06,1.0885813104370226
2018-12-07,1.08633954339159
2018-12-10,1.1012899211412983
2018-12-11,1.1010602558388802
2018-12-12,1.1021843038315358
2018-12-13,1.1014510088620277
2018-12-14,1.1008141046430973
2018-12-17,1.1031710225283324
2018-12-18,1.1024547707257704
2018-12-19,1.1049444947265763
2018-12-20,1.1049444947265763
2018-12-21,1.104576179895001
2018-12-24,1.1049854475443954
2018-12-26,1.1181792949216223
2018-12-27,1.1182847897150405
2018-12-28,1.1198517159696244
2018-12-31,1.1258065289778498
2019-01-02,1.1279238361712365
2019-01-03,1.1264413501715371
2019-01-04,1.13036348861355
2019-01-07,1.13036348861355
2019-01-08,1.13036348861355
2019-01-09,1.13036348861355
2019-01-10,1.13036348861355
2019-01-11,1.13036348861355
2019-01-14,1.13036348861355
2019-01-15,1.13036348861355
2019-01-16,1.13036348861355
2019-01-17,1.13036348861355
2019-01-18,1.13036348861355
2019-01-22,1.13036348861355
2019-01-23,1.13036348861355
2019-01-24,1.13036348861355
2019-01-25,1.1301750946987812
2019-01-28,1.1286792970150012
2019-01-29,1.1280104972665583
2019-01-30,1.1275542508728857
2019-01-31,1.1168565822450067
2019-02-01,1.118163245873988
2019-02-04,1.119692390730944
2019-02-05,1.1245580524448493
2019-02-06,1.1214450221764116
2019-02-07,1.1207418496219004
2019-02-08,1.1145063834507594
2019-02-11,1.1163415624312383
2019-02-12,1.122236234356836
2019-02-13,1.1226024874538634
2019-02-14,1.122117344321061
2019-02-15,1.119978156585897
2019-02-19,1.123413861638274
2019-02-20,1.1224773917237538
2019-02-21,1.1314215490010593
2019-02-22,1.126154724317857
2019-02-25,1.1239700847089344
2019-02-26,1.1244213409375614
2019-02-27,1.1256552739275558
2019-02-28,1.1287077728040091
2019-03-01,1.1291379921250657
2019-03-04,1.129926415256179
2019-03-05,1.128887765489826
2019-03-06,1.131665162458649
2019-03-07,1.1317474932873761
2019-03-08,1.1313860189226599
2019-03-11,1.1373608058889113
2019-03-12,1.1365415243882397
2019-03-13,1.136533143654669
2019-03-14,1.1357383332205453
2019-03-15,1.1337210706517402
2019-03-18,1.135988071692445
2019-03-19,1.1356944445116317
2019-03-20,1.1357993517964462
2019-03-21,1.1331923720489707
2019-03-22,1.1255768519046843
2019-03-25,1.1255804511055427
2019-03-26,1.1276543389713138
2019-03-27,1.1256551403127473
2019-03-28,1.1294796445818298
2019-03-29,1.1304421691068662
2019-04-01,1.1446963196690023
2019-04-02,1.146661178030881
2019-04-03,1.1429549678837896
2019-04-04,1.1505101230697887
2019-04-05,1.1464692752951302
2019-04-08,1.1475327973114708
2019-04-09,1.1455033853626777
2019-04-10,1.1451463696443802
2019-04-11,1.151471502594871
2019-04-12,1.1778026984039918
2019-04-15,1.1787206102432912
2019-04-16,1.1784167090993638
2019-04-17,1.1768112820830383
2019-04-18,1.1783051374034954
2019-04-22,1.177258089053389
2019-04-23,1.1779173674481087
2019-04-24,1.1727157160714297
2019-04-25,1.1747990225317344
2019-04-26,1.176360727471705
2019-04-29,1.178091364808318
2019-04-30,1.1834458188892505
2019-05-01,1.1882243187140835
2019-05-02,1.1896300320326678
2019-05-03,1.1889453671148453
2019-05-06,1.1918389888575514
2019-05-07,1.194461403731641
2019-05-08,1.1983125938063908
2019-05-09,1.1945122006901694
2019-05-10,1.1928131075961574
2019-05-13,1.1978082205425715
2019-05-14,1.1975954721517232
2019-05-15,1.1968331982002616
2019-05-16,1.1897584777223167
2019-05-17,1.1879759578730822
2019-05-20,1.176360924330484
2019-05-21,1.1776400208024367
2019-05-22,1.1776566050888733
2019-05-23,1.1887971835275684
2019-05-24,1.178887759377595
2019-05-28,1.1811088877037041
2019-05-29,1.1759484307799437
2019-05-30,1.1805413600619656
2019-05-31,1.1817070812626462
2019-06-03,1.1833035058759545
2019-06-04,1.1764483699851291
2019-06-05,1.1690220890775558
2019-06-06,1.1716863855290047
2019-06-07,1.177694313861689
2019-06-10,1.1748496889474058
2019-06-11,1.176940211666576
2019-06-12,1.1778671020640854
2019-06-13,1.1809391966655562
2019-06-14,1.1748517490031338
2019-06-17,1.1819836510981452
2019-06-18,1.1882165904494406
2019-06-19,1.1911604345969782
2019-06-20,1.1889607149667762
2019-06-21,1.190369905064558
2019-06-24,1.1942014939458434
2019-06-25,1.1947037898181339
2019-06-26,1.1955072699750304
2019-06-27,1.1957188161324281
2019-06-28,1.1960525048903758
2019-07-01,1.194229041967293
2019-07-02,1.1933793381874862
2019-07-03,1.193011697001698
2019-07-05,1.1923090362550672
2019-07-08,1.1921811829728046
2019-07-09,1.1942134905055546
2019-07-10,1.1936827021348517
2019-07-11,1.189240690594854
2019-07-12,1.1878423306082873
2019-07-15,1.1880033506210934
2019-07-16,1.1884907434190939
2019-07-17,1.1878343723672962
2019-07-18,1.1880095455929216
2019-07-19,1.1907884465453227
2019-07-22,1.1910883083946937
2019-07-23,1.1799478988964762
2019-07-24,1.1823934571703074
2019-07-25,1.1848731963315073
2019-07-26,1.180038450567537
2019-07-29,1.1810644243457704
2019-07-30,1.1837533282711965
2019-07-31,1.1883646539685218
2019-08-01,1.1912046739419888
2019-08-02,1.1919300437608316
2019-08-05,1.191192067937223
2019-08-06,1.190721153769821
2019-08-07,1.1873538078993644
2019-08-08,1.1876284563050559
2019-08-09,1.1855910735059214
2019-08-12,1.1861469243418596
2019-08-13,1.1886553317422264
2019-08-14,1.189137776062005
2019-08-15,1.1898838491591028
2019-08-16,1.190818920541802
2019-08-19,1.183050504502398
2019-08-20,1.181116222415522
2019-08-21,1.18079340345261
2019-08-22,1.1841391047492194
2019-08-23,1.1785054465300016
2019-08-26,1.1780520765643352
2019-08-27,1.1737061061257374
2019-08-28,1.1787458358445428
2019-08-29,1.1857485078050656
2019-08-30,1.1877577218359847
2019-09-03,1.1875955073400548
2019-09-04,1.1840718951850382
2019-09-05,1.1869776166847434
2019-09-06,1.191497543909248
2019-09-09,1.2087456204937155
2019-09-10,1.2172044258262331
2019-09-11,1.2148431282151164
2019-09-12,1.216226760281004
2019-09-13,1.2176419696257648
2019-09-16,1.2184315604620868
2019-09-17,1.2176110926999262
2019-09-18,1.217697867182356
2019-09-19,1.2175850397872414
2019-09-20,1.2212502731911834
2019-09-23,1.220026472892415
2019-09-24,1.2209085195643556
2019-09-25,1.2215294052898222
2019-09-26,1.2257173009552913
2019-09-27,1.226914608738449
2019-09-30,1.226710122970326
2019-10-01,1.2302189215252592
2019-10-02,1.2290276398162059
2019-10-03,1.2299748372427346
2019-10-04,1.2288692635794902
2019-10-07,1.2297773120386388
2019-10-08,1.2301198789097736
2019-10-09,1.2304549778616776
2019-10-10,1.2301574034968998
2019-10-11,1.232714609860018
2019-10-14,1.2323895405676446
2019-10-15,1.2323016837391834
2019-10-16,1.231734358098857
2019-10-17,1.2335359456688366
2019-10-18,1.2335706459825089
2019-10-21,1.234305075729088
2019-10-22,1.2338936407038452
2019-10-23,1.2306040344732272
2019-10-24,1.236664914907598
2019-10-25,1.2399774718861996
2019-10-28,1.24300575131718
2019-10-29,1.241095131710092
2019-10-30,1.245229305263065
2019-10-31,1.2480656322082138
2019-11-01,1.2365450280492094
2019-11-04,1.2394765943492836
2019-11-05,1.2348629616163957
2019-11-06,1.2334623092218755
2019-11-07,1.2314407456225185
2019-11-08,1.2294488890484967
2019-11-11,1.233150535633326
2019-11-12,1.2366045873310085
2019-11-13,1.2427601979864389
2019-11-14,1.2452285162624332
2019-11-15,1.2324428782071892
2019-11-18,1.238451017285892
2019-11-19,1.238040975186692
2019-11-20,1.2467052437084105
2019-11-21,1.241658259840845
2019-11-22,1.2386754411670942
2019-11-25,1.248197879534841
2019-11-26,1.2501803646125587
2019-11-27,1.250780247490546
2019-11-29,1.2487509114211723
2019-12-02,1.2425703391937022
2019-12-03,1.2478260448294598
2019-12-04,1.2348420414412742
2019-12-05,1.2275539178886192
2019-12-06,1.2220650876380998
2019-12-09,1.2263608246968467
2019-12-10,1.2262703330706584
2019-12-11,1.2298695453634674
2019-12-12,1.2226762733876506
2019-12-13,1.2300573290679526
2019-12-16,1.2280680736633558
2019-12-17,1.2289487590881718
2019-12-18,1.230768139196915
2019-12-19,1.239241394116338
2019-12-20,1.2442530364191593
2019-12-23,1.2437235521843302
2019-12-24,1.242298048523686
2019-12-26,1.2367963907697344
2019-12-27,1.234354536308272
2019-12-30,1.2326531807789562
2019-12-31,1.2318830461434565
2020-01-02,1.2284769924458716
2020-01-03,1.233263465275569
2020-01-06,1.2346131291451576
2020-01-07,1.2473384885388297
2020-01-08,1.2473384885388297
2020-01-09,1.2473384885388297
2020-01-10,1.24713059879074
2020-01-13,1.2459506048036828
2020-01-14,1.248072618231874
2020-01-15,1.2464737607722538
2020-01-16,1.2447872257116874
2020-01-17,1.2433163803795697
2020-01-21,1.2437646942182117
2020-01-22,1.241508861974034
2020-01-23,1.2422169168846813
2020-01-24,1.2400546682905629
2020-01-27,1.2474960670058304
2020-01-28,1.255181431895344
2020-01-29,1.2583029700772295
2020-01-30,1.261272661339078
2020-01-31,1.2548267638766266
2020-02-03,1.2594681177607372
2020-02-04,1.2639455867733338
2020-02-05,1.2738406173059234
2020-02-06,1.2726870378047352
2020-02-07,1.269545883242744
2020-02-10,1.2621085975241435
2020-02-11,1.256897565355527
2020-02-12,1.25876791728052
2020-02-13,1.2600155723814288
2020-02-14,1.2603194796353632
2020-02-18,1.246436631117216
2020-02-19,1.2398906479791096
2020-02-20,1.2449736363283914
2020-02-21,1.2485293006046068
2020-02-24,1.2546871899269911
2020-02-25,1.2410984171762962
2020-02-26,1.2400724896751063
2020-02-27,1.2393342297847532
2020-02-28,1.2003256909239346
2020-03-02,1.2217207472071046
2020-03-03,1.2009752978380543
2020-03-04,1.2009238140521206
2020-03-05,1.1767572728239375
2020-03-06,1.1526742080674104
2020-03-09,1.0952399624388771
2020-03-10,1.1314356444226714
2020-03-11,1.1144509554098092
2020-03-12,1.0734508087757932
2020-03-13,1.1576643264832656
2020-03-16,1.1074471694782961
2020-03-17,1.1065497583622401
2020-03-18,1.0168967115804868
2020-03-19,1.007928690787039
2020-03-20,0.9918784736304175
2020-03-23,0.9440855064246739
2020-03-24,1.0255598074502226
2020-03-25,1.074180902160702
2020-03-26,1.119293747779063
2020-03-27,1.0712088057192175
2020-03-30,1.0803770859351505
2020-03-31,1.053959972385687
2020-04-01,1.020492752225467
2020-04-02,1.0400528660668933
2020-04-03,1.03097419798799
2020-04-06,1.0698537294103332
2020-04-07,1.0798335538485913
2020-04-08,1.1078745499724674
2020-04-09,1.164317124067958
2020-04-13,1.1088151545396885
2020-04-14,1.081846231859616
2020-04-15,1.0418874793182324
2020-04-16,0.9925707460266023
2020-04-17,1.0529298939547493
2020-04-20,1.0258710362626928
2020-04-21,1.0189948366182378
2020-04-22,1.0189471543449182
2020-04-23,1.016956939997766
2020-04-24,1.0236731423504857
2020-04-27,1.0522222147760103
2020-04-28,1.0644481467523972
2020-04-29,1.086252279528191
2020-04-30,1.0719588695339888
2020-05-01,1.0750623873999003
2020-05-04,1.0615951982767664
2020-05-05,1.0590518916832734
2020-05-06,1.0445089292716325
2020-05-07,1.0461817813925667
2020-05-08,1.0560748047882813
2020-05-11,1.0313482376130878
2020-05-12,1.0176874477228208
2020-05-13,0.9973434606289902
2020-05-14,1.0113860037599804
2020-05-15,0.9905001302991576
2020-05-18,1.0183909482473172
2020-05-19,1.0060514443690602
2020-05-20,1.0237582510692265
2020-05-21,1.0209950267960093
2020-05-22,1.0121854549960254
2020-05-26,1.0535145573607152
2020-05-27,1.0535145573607152
2020-05-28,1.0535145573607152
2020-05-29,1.0535145573607152
2020-06-01,1.0535145573607152
2020-06-02,1.0535145573607152
2020-06-03,1.0535145573607152
2020-06-04,1.0535145573607152
2020-06-05,1.0535145573607152
2020-06-08,1.0533389716011552
2020-06-09,1.0715829025641848
2020-06-10,1.0995169699983107
2020-06-11,1.133807109948119
2020-06-12,1.133807109948119
2020-06-15,1.133807109948119
2020-06-16,1.133807109948119
2020-06-17,1.133807109948119
2020-06-18,1.133807109948119
2020-06-19,1.133807109948119
2020-06-22,1.133807109948119
2020-06-23,1.133807109948119
2020-06-24,1.133807109948119
2020-06-25,1.133807109948119
2020-06-26,1.133807109948119
2020-06-29,1.133807109948119
2020-06-30,1.133807109948119
2020-07-01,1.133807109948119
2020-07-02,1.133618142096461
2020-07-06,1.1260371222736911
2020-07-07,1.1298022217143233
2020-07-08,1.12598984378656
2020-07-09,1.120230072419204
2020-07-10,1.119471221763858
2020-07-13,1.1223066220659028
2020-07-14,1.1238533216329236
2020-07-15,1.128673218120999
2020-07-16,1.129538162783535
2020-07-17,1.1324321318266617
2020-07-20,1.1190460148894044
2020-07-21,1.1207949807598914
2020-07-22,1.122211265344916
2020-07-23,1.125662958224347
2020-07-24,1.1233472328369873
2020-07-27,1.1218194733420221
2020-07-28,1.1235604127088554
2020-07-29,1.1230300172563856
2020-07-30,1.122290854037154
2020-07-31,1.1208507258739586
2020-08-03,1.1210746546384305
2020-08-04,1.1191924557699555
2020-08-05,1.1110048206145455
2020-08-06,1.1186447952260097
2020-08-07,1.1219647177911736
2020-08-10,1.1242279578133183
2020-08-11,1.123079813466744
2020-08-12,1.1213122739798367
2020-08-13,1.1219048915367522
2020-08-14,1.1213024516729753
2020-08-17,1.1200472814204765
2020-08-18,1.1152602505340037
2020-08-19,1.1207547908949942
2020-08-20,1.1231250505462649
2020-08-21,1.123112969211426
2020-08-24,1.1223616299388375
2020-08-25,1.1235656006185206
2020-08-26,1.1276111334507668
2020-08-27,1.1257154602811132
2020-08-28,1.1248532867000622
2020-08-31,1.1276724789703954
2020-09-01,1.1312574806193212
2020-09-02,1.1323588821397348
2020-09-03,1.13801540055037
2020-09-04,1.1402400154558785
2020-09-08,1.1391913323718728
2020-09-09,1.1364147740238972
2020-09-10,1.1371149723001266
2020-09-11,1.1351280894279665
2020-09-14,1.1308141991131866
2020-09-15,1.1315766791447472
2020-09-16,1.1274728835079335
2020-09-17,1.130422570641407
2020-09-18,1.1317711352663495
2020-09-21,1.1399819856282416
2020-09-22,1.1268489986227708
2020-09-23,1.1333603008902409
2020-09-24,1.1266223919530185
2020-09-25,1.1227514627846906
2020-09-28,1.1361023857467851
2020-09-29,1.1275355463908905
2020-09-30,1.1287676030750495
2020-10-01,1.1310994494288242
2020-10-02,1.1463869228606616
2020-10-05,1.150498336400068
2020-10-06,1.1441997958705148
2020-10-07,1.148014644016904
2020-10-08,1.1603939288960552
2020-10-09,1.1591036452565335
2020-10-12,1.16208347239536
2020-10-13,1.1674267801129625
2020-10-14,1.1696291617499162
2020-10-15,1.1683841787967861
2020-10-16,1.1721839586091494
2020-10-19,1.174765366980895
2020-10-20,1.1755483051486573
2020-10-21,1.1753543646419486
2020-10-22,1.1747622199094083
2020-10-23,1.176930270997844
2020-10-26,1.1767341159526776
2020-10-27,1.1743500879310715
2020-10-28,1.1641682867487075
2020-10-29,1.1635198819871233
2020-10-30,1.1659376097412637
2020-11-02,1.165865865386671
2020-11-03,1.1675252681359327
2020-11-04,1.1708670041248834
2020-11-05,1.1748054884808228
2020-11-06,1.1700802718932437
2020-11-09,1.1951350390143483
2020-11-10,1.1738485917215542
2020-11-11,1.1974825326037841
2020-11-12,1.2067959745548138
2020-11-13,1.1990699227161927
2020-11-16,1.1743968665667706
2020-11-17,1.1876500854045413
2020-11-18,1.1988522952526874
2020-11-19,1.1931990419920764
2020-11-20,1.1913887287399039
2020-11-23,1.172768958173882
2020-11-24,1.142890615343322
2020-11-25,1.1597317698850054
2020-11-27,1.163940285415923
2020-11-30,1.1849433899797206
2020-12-01,1.1749909935120566
2020-12-02,1.1671854044964671
2020-12-03,1.166454465946724
2020-12-04,1.1589537376718175
2020-12-07,1.1653876734861586
2020-12-08,1.1636234238712095
2020-12-09,1.1693416055515597
2020-12-10,1.172184753248885
2020-12-11,1.1751177728090083
2020-12-14,1.187777077789199
2020-12-15,1.1795006421925804
2020-12-16,1.1791875720826175
2020-12-17,1.185279559305719
2020-12-18,1.1890359808428885
2020-12-21,1.1666794764053385
2020-12-22,1.176591174969068
2020-12-23,1.1562644816256542
2020-12-24,1.1585639971946367
2020-12-28,1.153375984807001
2020-12-29,1.1555308917949374
2020-12-30,1.1569348059626083
2020-12-31,1.1477541122824766
2021-01-04,1.1540025115668318
2021-01-05,1.1551509789321637
2021-01-06,1.1168218250109656
2021-01-07,1.1093439766323427
2021-01-08,1.1078028938914795
2021-01-11,1.1041891455999706
2021-01-12,1.0950675852065472
2021-01-13,1.0935636394718495
2021-01-14,1.081876642907939
2021-01-15,1.0878309557463188
2021-01-19,1.0932854798232585
2021-01-20,1.1005656356550673
2021-01-21,1.1125789931454224
2021-01-22,1.1136919853149845
2021-01-25,1.1208967218249837
2021-01-26,1.1218681281485543
2021-01-27,1.1297865489427892
2021-01-28,1.1227305145257052
2021-01-29,1.122203571587041
2021-02-01,1.119351875813207
2021-02-02,1.1144197890163903
2021-02-03,1.1077279025492404
2021-02-04,1.10419909492233
2021-02-05,1.1052230048975307
2021-02-08,1.1071758297608552
2021-02-09,1.1072748025368238
2021-02-10,1.1172782144614757
2021-02-11,1.1348950328330716
2021-02-12,1.1208495260442357
2021-02-16,1.1131613709329928
2021-02-17,1.106567874111405
2021-02-18,1.1083203114893394
2021-02-19,1.0970711807635483
2021-02-22,1.0940269459450014
2021-02-23,1.086757677903128
2021-02-24,1.0845114518658199
2021-02-25,1.0762369849868856
2021-02-26,1.0905642454914586
2021-03-01,1.0824324631463156
2021-03-02,1.078956889705011
2021-03-03,1.0609487593479592
2021-03-04,1.0654120567977154
2021-03-05,1.0647011040791488
2021-03-08,1.0453937220918073
2021-03-09,1.0629990010702344
2021-03-10,1.05071973524621
2021-03-11,1.062797815535674
2021-03-12,1.0547447257927478
2021-03-15,1.0589013932938003
2021-03-16,1.0670135100285916
2021-03-17,1.0645914670234162
2021-03-18,1.0493291198221129
2021-03-19,1.0623891852785097
2021-03-22,1.0837365354979875
2021-03-23,1.0918857369425625
2021-03-24,1.0796453598436913
2021-03-25,1.0706966753055451
2021-03-26,1.066325119697427
2021-03-29,1.0768316418833508
2021-03-30,1.0713280841526478
2021-03-31,1.0882398603051933
2021-04-01,1.0930457291434448
2021-04-05,1.0914102800530598
2021-04-06,1.0925563659289936
2021-04-07,1.0880356353816412
2021-04-08,1.0913351949715675
2021-04-09,1.0926040153497936
2021-04-12,1.1025879669448617
2021-04-13,1.1036550600822037
2021-04-14,1.1038029051043448
2021-04-15,1.1036380533297063
2021-04-16,1.1032183520836152
2021-04-19,1.1022128427231603
2021-04-20,1.1018590995721065
2021-04-21,1.1004457399787677
2021-04-22,1.1001213356433035
2021-04-23,1.1004115590144887
2021-04-26,1.102790420535942
2021-04-27,1.1018888174539279
2021-04-28,1.1014546477004046
2021-04-29,1.0995605036092273
2021-04-30,1.1006432503436427
2021-05-03,1.0996997908805755
2021-05-04,1.1011975602423112
2021-05-05,1.1019389332033993
2021-05-06,1.1016095861100361
2021-05-07,1.1013066648466499
2021-05-10,1.1008270182927322
2021-05-11,1.103877718836543
2021-05-12,1.1034067551057951
2021-05-13,1.100946663550863
2021-05-14,1.099535966344459
2021-05-17,1.0998304339009615
2021-05-18,1.1013077291474647
2021-05-19,1.1019585064169388
2021-05-20,1.1036773720888966
2021-05-21,1.1043244453775944
2021-05-24,1.1051487409618934
2021-05-25,1.1024146284380272
2021-05-26,1.1004028497953884
2021-05-27,1.0970314261813396
2021-05-28,1.0994170069650464
2021-06-01,1.0994258803532926
2021-06-02,1.1018254542105959
2021-06-03,1.0993883632574037
2021-06-04,1.097223426703468
2021-06-07,1.097577865976214
2021-06-08,1.102247290707862
2021-06-09,1.1031337824985041
2021-06-10,1.1049065922603678
2021-06-11,1.104946889407191
2021-06-14,1.1058792273209248
2021-06-15,1.109117646845209
2021-06-16,1.1082278929072422
2021-06-17,1.1077347552177483
2021-06-18,1.0959190715767122
2021-06-21,1.1099280643066878
2021-06-22,1.1058080471900882
2021-06-23,1.10404256918997
2021-06-24,1.1039985184152128
2021-06-25,1.1158388153110674
2021-06-28,1.1021017692509243
2021-06-29,1.0974316954605232
2021-06-30,1.1033771618449622
2021-07-01,1.1124809819603687
2021-07-02,1.1083203635720764
2021-07-06,1.09615789501429
2021-07-07,1.0978555821947784
2021-07-08,1.0922364139429832
2021-07-09,1.1130512203223955
2021-07-12,1.1213646131653094
2021-07-13,1.121844839243155
2021-07-14,1.1282512100029478
2021-07-15,1.1369138376754166
2021-07-16,1.13148437266551
2021-07-19,1.1019124598349348
2021-07-20,1.1198510871660736
2021-07-21,1.130564892228324
2021-07-22,1.119853363437648
2021-07-23,1.1292080067755843
2021-07-26,1.1348985786456036
2021-07-27,1.1338522511303886
2021-07-28,1.1319383414459243
2021-07-29,1.137028831428758
2021-07-30,1.1340009729181817
2021-08-02,1.1297480985817374
2021-08-03,1.1338555789277447
2021-08-04,1.1244318156553252
2021-08-05,1.1278073837448965
2021-08-06,1.1476200528689804
2021-08-09,1.145383458978038
2021-08-10,1.144937567230142
2021-08-11,1.1436973314419028
2021-08-12,1.1426691170957555
2021-08-13,1.1418603741467301
