Date,pA,pB,beta,spread,z,trade_ok,position,turnover,pnl,cost,net_pnl,equity
2016-03-03,28.874500274658203,46.05691909790039,0.6285482469362949,-0.07449548361384473,-0.2751602887815878,0,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-03-04,28.756999969482425,46.12606048583984,0.6247622444119026,-0.06082110553004583,-0.21690942462079826,0,0.0,0.0,0.0,0.0,0.0,1.0
2016-03-07,28.13999938964844,46.04156875610352,0.6147048553423079,-0.16197647230509915,-0.6224946027031174,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-03-08,28.01300048828125,45.15053939819336,0.6189077946810622,0.06897972068498603,0.3289925687288662,1,0.0,0.0,0.0,0.0,0.0,1.0
2016-03-09,27.973499298095703,45.41170883178711,0.6167625368269625,-0.034741442644691034,-0.10332985974471097,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-03-10,27.94650077819824,45.01996994018555,0.6196928087899216,0.0479491543268189,0.24324403558457544,1,0.0,0.0,0.0,0.0,0.0,1.0
2016-03-11,28.480499267578125,45.580692291259766,0.6234935998045065,0.061229349319056325,0.2965036932376358,1,0.0,0.0,0.0,0.0,0.0,1.0
2016-03-14,28.668500900268555,45.41170883178711,0.6292447577844354,0.09342117583336673,0.4299237799231154,1,0.0,0.0,0.0,0.0,0.0,1.0
2016-03-15,28.85099983215332,45.47315979003906,0.6330914573317769,0.06233083119673566,0.2916119267589635,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-03-16,28.713499069213867,45.25807189941406,0.6340825909365296,0.01614357844165326,0.08817094452384051,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-03-17,27.972000122070312,45.12749099731445,0.6236231426683201,-0.17054763441124976,-0.7277114143788821,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-03-18,27.604000091552734,46.45636367797851,0.601668154043233,-0.34731448613769444,-1.4683356891694541,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-03-21,27.698999404907227,46.44100189208984,0.5977754265585485,-0.06229031094313697,-0.212919866868372,1,0.0,0.0,0.0,0.0,0.0,1.0
2016-03-22,28.02400016784668,46.272010803222656,0.6036098576755179,0.09375831255342604,0.47404520519066107,1,0.0,0.0,0.0,0.0,0.0,1.0
2016-03-23,28.48150062561035,46.04156875610352,0.614714180681535,0.1790954104096123,0.8421944608214396,1,0.0,0.0,0.0,0.0,0.0,1.0
2016-03-24,29.147499084472656,45.688232421875,0.6318731773470455,0.2783304966921989,1.257250958876771,1,0.0,0.0,0.0,0.0,0.0,1.0
2016-03-28,28.993499755859375,45.62678146362305,0.6345124988303352,0.04273663579029474,0.2057907592134269,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-03-29,29.69300079345703,45.34257507324219,0.6494833495785047,0.24375325637288014,1.0881027259829255,1,0.0,0.0,0.0,0.0,0.0,1.0
2016-03-30,29.934499740600582,45.86490631103515,0.6518412774885666,0.03786061892201076,0.163385451578272,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-03-31,29.68199920654297,45.48850631713867,0.6523386784921857,0.008087109037283824,0.02815852396347392,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-04-01,29.924999237060547,45.98781967163086,0.6511353574168988,-0.019296161650700583,-0.09791212320422044,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-04-04,29.659500122070312,45.80982971191406,0.6484099668200238,-0.044050041462828204,-0.20021526210296767,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-04-05,29.30699920654297,45.159820556640625,0.6488149614784207,0.0066319717137908185,0.031207266731191365,1,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-06,30.104000091552734,45.50803756713867,0.6581830524009935,0.15138101683432126,0.6896316524495436,1,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-07,29.57150077819824,44.35505294799805,0.6643780875664708,0.1029755266977439,0.48003299200022487,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-04-08,29.729999542236328,44.6800537109375,0.6651245791190261,0.012197622733541635,0.06817346535897355,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-04-11,29.796499252319336,45.03601837158203,0.6625452870967862,-0.041902469376616125,-0.1966096813621686,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-04-12,30.15850067138672,45.87172317504883,0.6587699570223003,-0.060412433179056535,-0.27989063458702845,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-04-13,30.74099922180176,47.814002990722656,0.6468003592266336,-0.1851150886609858,-0.8513002570472722,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-04-14,31.037500381469727,48.43305969238281,0.6422809774643649,-0.07013253934383812,-0.31531158728069986,1,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-15,31.29450035095215,47.87590789794922,0.6508368768303667,0.1350939792325896,0.633289131791514,1,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-18,31.767499923706055,48.1854362487793,0.6572093749381931,0.09957948552166229,0.4731595650779102,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-04-19,31.395000457763672,48.99794006347656,0.6446794755793257,-0.19296584682563278,-0.8515783712255923,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-04-20,31.649499893188477,49.7098503112793,0.6385639490999623,-0.09341843075002032,-0.37334241132631,1,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-21,31.549999237060547,49.214599609375,0.6404692310183663,0.02956247036735249,0.1877302219396388,1,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-22,31.024999618530273,49.500919342041016,0.6300059789401128,-0.16087552998784105,-0.7077634227596422,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-04-25,31.309999465942383,49.214599609375,0.6347117760656057,0.0729135395183107,0.45704436884204586,1,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-26,30.8439998626709,49.469970703125,0.6261513772162621,-0.13169042393895936,-0.7171638214799924,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-04-27,30.328500747680664,49.609249114990234,0.6148489059106904,-0.17369179372196797,-0.9830320620595947,1,0.0,0.0,-0.0,0.0,-0.0,1.0
2016-04-28,30.100000381469727,49.214599609375,0.6123838936888445,-0.03822775365681963,-0.2025875794155791,1,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-29,32.97949981689453,48.90508270263672,0.6593971477382943,0.731627772870489,3.8129644986537445,1,-1.0,1.0,0.0,0.0004978191443214883,-0.0004978191443214883,0.9995021808556785
2016-05-02,34.192501068115234,49.36164093017578,0.6847837150787818,0.3904532095646118,1.902427412522371,1,-1.0,0.0,0.34117456330587714,0.0,0.34117456330587714,1.3405069009323864
2016-05-03,33.566001892089844,48.40983581542969,0.6912650358912078,0.1019749996493644,0.3774746114794526,1,0.0,1.0,0.2884782099152474,0.0005073795107673623,0.28797083040448007,1.726533786356822
2016-05-04,33.54499816894531,47.64377212524414,0.7008765593043885,0.15259508952186707,0.6279554571533333,1,0.0,0.0,0.0,0.0,0.0,1.726533786356822
2016-05-05,32.954498291015625,47.388404846191406,0.696782873522783,-0.06493060937459916,-0.5651423512987367,1,0.0,0.0,-0.0,0.0,-0.0,1.726533786356822
2016-05-06,33.6974983215332,47.66697311401367,0.70441672559363,0.12008520160009795,0.4551774976698162,1,0.0,0.0,0.0,0.0,0.0,1.726533786356822
2016-05-09,33.98749923706055,47.365196228027344,0.7142645534633445,0.15621850354490618,0.7475342829276348,1,0.0,0.0,0.0,0.0,0.0,1.726533786356822
2016-05-10,35.153499603271484,48.007450103759766,0.7278363098431194,0.21193427477329863,1.059038162260823,1,0.0,0.0,0.0,0.0,0.0,1.726533786356822
2016-05-11,35.6614990234375,47.82947540283203,0.741196896243174,0.21044030591916396,1.0191401193226244,1,0.0,0.0,-0.0,0.0,-0.0,1.726533786356822
2016-05-12,35.89649963378906,47.79853057861328,0.7485679837732786,0.1160499712311136,0.4444736428169734,1,0.0,0.0,-0.0,0.0,-0.0,1.726533786356822
2016-05-13,35.49599838256836,47.357452392578125,0.7492909985742929,0.011485589398958496,-0.19118367020702265,1,0.0,0.0,-0.0,0.0,-0.0,1.726533786356822
2016-05-16,35.53300094604492,47.71340560913086,0.7458503706968628,-0.05406031473510353,-0.5709904334445449,1,0.0,0.0,-0.0,0.0,-0.0,1.726533786356822
2016-05-17,34.76350021362305,47.71340560913086,0.7328740453034492,-0.20441637034497262,-1.4380848273138198,1,0.0,0.0,-0.0,0.0,-0.0,1.726533786356822
2016-05-18,34.872501373291016,49.555084228515625,0.7105467836032769,-0.33870433647023646,-2.155842302991226,1,1.0,1.0,-0.0,0.0005131640350809831,-0.0005131640350809831,1.7256477913123116
2016-05-19,34.92599868774414,49.05210876464844,0.7116642464037436,0.017366669236146492,-0.012675916812810389,1,0.0,1.0,0.35607100570638295,0.000513499273921123,0.3555575064324618,2.3392148169720026
2016-05-20,35.13999938964844,49.144962310791016,0.7142224109736353,0.03956592082683841,0.10955477407183148,1,0.0,0.0,0.0,0.0,0.0,2.3392148169720026
2016-05-23,34.837501525878906,49.10627365112305,0.710579609905916,-0.05641524906926776,-0.4726965153484348,1,0.0,0.0,-0.0,0.0,-0.0,2.3392148169720026
2016-05-24,35.209999084472656,49.94199752807617,0.7063171526833576,-0.06489040887738895,-0.5067090912288544,1,0.0,0.0,-0.0,0.0,-0.0,2.3392148169720026
2016-05-25,35.41749954223633,50.7003288269043,0.7003432403350989,-0.09013303445284748,-0.6473401236387766,1,0.0,0.0,-0.0,0.0,-0.0,2.3392148169720026
2016-05-26,35.74549865722656,50.32115173339844,0.7080161764636688,0.11730921169768038,0.5820113613078947,1,0.0,0.0,0.0,0.0,0.0,2.3392148169720026
2016-05-27,35.61199951171875,50.63069152832031,0.7044388986333465,-0.054229065535920995,-0.45062701816389805,1,0.0,0.0,-0.0,0.0,-0.0,2.3392148169720026
2016-05-31,36.13949966430664,50.50688171386719,0.7129654170881591,0.12983967735700475,0.6359190554599606,1,0.0,0.0,0.0,0.0,0.0,2.3392148169720026
2016-06-01,35.97200012207031,50.83189392089844,0.7088808201065947,-0.06175452814759552,-0.5286428750020629,1,0.0,0.0,-0.0,0.0,-0.0,2.3392148169720026
2016-06-02,36.4119987487793,50.92472457885742,0.7136111611794869,0.07154690931529473,0.2779704095735378,1,0.0,0.0,0.0,0.0,0.0,2.3392148169720026
2016-06-03,36.277000427246094,50.01937484741211,0.7225155821513614,0.13722269052097147,0.6564745381428105,1,0.0,0.0,0.0,0.0,0.0,2.3392148169720026
2016-06-06,36.33649826049805,50.514617919921875,0.7200626917736723,-0.03719349283948503,-0.38752961316963946,1,0.0,0.0,-0.0,0.0,-0.0,2.3392148169720026
2016-06-07,36.1870002746582,50.34437561035156,0.7190855673258537,-0.014913622777321223,-0.24548269696797637,1,0.0,0.0,0.0,0.0,0.0,2.3392148169720026
2016-06-08,36.332000732421875,50.491397857666016,0.7194564574184357,0.005638499640689076,-0.11288910995484619,1,0.0,0.0,0.0,0.0,0.0,2.3392148169720026
2016-06-09,36.38249969482422,50.10449981689453,0.7245679470628176,0.07838512388762808,0.3245481858808749,1,0.0,0.0,0.0,0.0,0.0,2.3392148169720026
2016-06-10,35.89550018310547,49.40032577514648,0.7261332550584203,0.02428082705197454,-0.0027716117613545105,1,0.0,0.0,-0.0,0.0,-0.0,2.3392148169720026
2016-06-13,35.762001037597656,48.959259033203125,0.7294039536466373,0.05092393116945004,0.1373430551996543,1,0.0,0.0,0.0,0.0,0.0,2.3392148169720026
2016-06-14,35.96500015258789,48.03841018676758,0.7439002820232473,0.22921326670305575,1.2079500451282947,1,0.0,0.0,0.0,0.0,0.0,2.3392148169720026
2016-06-15,35.7130012512207,47.95328903198242,0.7445368427967387,0.010010833629031879,-0.18529858691987705,1,0.0,0.0,-0.0,0.0,-0.0,2.3392148169720026
2016-06-16,35.8754997253418,48.14674758911133,0.7449831668739193,0.006983231726401584,-0.1954564330816478,1,0.0,0.0,-0.0,0.0,-0.0,2.3392148169720026
2016-06-17,35.31949996948242,48.19317626953125,0.7358424193026538,-0.14308345056869598,-1.1091449527209427,1,0.0,0.0,-0.0,0.0,-0.0,2.3392148169720026
2016-06-20,35.70050048828125,48.262813568115234,0.7387637569238943,0.04568301698294164,0.11053478525405198,1,0.0,0.0,0.0,0.0,0.0,2.3392148169720026
2016-06-21,35.79100036621094,48.711631774902344,0.7357209954351682,-0.04716985249158512,-0.47801018837759357,1,0.0,0.0,-0.0,0.0,-0.0,2.3392148169720026
2016-06-22,35.529998779296875,48.525909423828125,0.7330467174653688,-0.041759835862137606,-0.4188808580731414,1,0.0,0.0,0.0,0.0,0.0,2.3392148169720026
2016-06-23,36.104000091552734,49.56282806396485,0.7295320282554838,-0.05367039202935331,-0.48586100195981985,1,0.0,0.0,-0.0,0.0,-0.0,2.3392148169720026
2016-06-24,34.948001861572266,46.11933898925781,0.7503196334181117,0.34375633766671854,2.000236985766301,1,-1.0,1.0,0.0,0.0005250958900254335,-0.0005250958900254335,2.337986504885724
2016-06-27,34.56800079345703,44.57946014404297,0.7685932923226135,0.304526751382312,1.6786233394346972,1,-1.0,0.0,0.03922958628440654,0.0,0.03922958628440654,2.4297047482109164
2016-06-28,35.397499084472656,46.05743789672851,0.7685619964602854,-0.0004973372826171385,-0.203290318335574,1,0.0,1.0,0.30502408866492914,0.0005305685989380857,0.30449352006599106,3.169534099714711
2016-06-29,35.779998779296875,47.357452392578125,0.7587650982428541,-0.15318323788895327,-1.1161909393031528,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-06-30,35.78099822998047,48.084842681884766,0.7477048048835889,-0.17226968533624643,-1.1907591711726522,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-07-01,36.28400039672851,47.77290725708008,0.75657907713272,0.14001831221984418,0.6944904576574474,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-07-05,36.404998779296875,46.43937301635742,0.7768535275639128,0.3284080336832247,1.7531864706677533,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-07-06,36.88050079345703,46.93846893310547,0.7834814650795957,0.10508038515447282,0.42530490514814784,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-07-07,36.82849884033203,47.24261474609375,0.7805437763499566,-0.04643007823013079,-0.46747626236569484,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-07-08,37.29050064086914,48.21741485595703,0.7751267563927484,-0.08410773807235472,-0.7061041126232853,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-07-11,37.68899917602539,48.56053924560547,0.7758822524048257,0.011738608152086272,-0.14494483298726898,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-07-12,37.410499572753906,49.285797119140625,0.7630504321654445,-0.19704921862476965,-1.3400362375972363,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-07-13,37.131500244140625,49.25459671020508,0.7560613793574479,-0.10799808427184132,-0.7921392219800965,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-07-14,37.060001373291016,50.00324249267578,0.7446315428386404,-0.1739902309648116,-1.183790030304138,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-07-15,36.77199935913086,50.0500373840332,0.7370278478587359,-0.11627197927240474,-0.8407638448793625,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-07-18,36.80350112915039,49.87846755981445,0.7376668183029244,0.009810662476432697,-0.0988661462109966,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-07-19,36.997501373291016,49.800479888916016,0.7416775603104283,0.06160294699123625,0.18516680608206382,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-07-20,37.2859992980957,49.855072021484375,0.7464270647353025,0.0728242269320134,0.2516937831730778,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-07-21,37.22150039672851,49.66790008544922,0.7487022859908646,0.035030062386816496,0.011273745713596746,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-07-22,37.24300003051758,49.94084930419922,0.7464361183144606,-0.03465366943631665,-0.42379519330466153,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-07-25,36.980499267578125,49.80828094482422,0.7433948270022882,-0.04671912868084149,-0.4956682759327466,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-07-26,36.77949905395508,50.01103591918945,0.7372927974059078,-0.09327752007145307,-0.8245736467218737,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-07-27,36.833499908447266,50.167015075683594,0.7349347779967262,-0.035984178958678115,-0.3853734062142924,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-07-28,37.63050079345703,49.987640380859375,0.7486033514828097,0.20958567162826824,1.4556236415237562,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-07-29,37.94049835205078,49.886260986328125,0.7577319266056377,0.1400857037287082,0.9353505068578676,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-08-01,38.387001037597656,49.753692626953125,0.7682809653327896,0.16218603729121384,1.0664409328317188,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-08-02,38.02899932861328,49.636714935302734,0.7666518606168166,-0.02508053144308775,-0.3196063369588197,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-08-03,37.73199844360352,50.42435836791992,0.7525296418006217,-0.21382589703343768,-1.667880845327592,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-08-04,38.03850173950195,50.34637069702149,0.7548371770867301,0.03518940600017828,0.2030267520937337,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-08-05,38.29899978637695,51.70329284667969,0.7438893575563411,-0.16252951288696948,-1.2513015128325768,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-08-08,38.327999114990234,51.54732131958008,0.7436264403794266,-0.0039519489836266075,-0.030881358392271446,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-08-09,38.41550064086914,51.367958068847656,0.7468913350139569,0.04921786188655375,0.37065704160011576,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-08-10,38.428001403808594,50.90785217285156,0.7530239805910056,0.09316791726943308,0.6860315068305676,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-08-11,38.5620002746582,51.048221588134766,0.754860197389204,0.027729650270970296,0.16115575485812522,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-08-12,38.62799835205078,50.93903732299805,0.7575256497135122,0.04037100816583461,0.2245613955849315,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-08-15,38.42449951171875,51.2509651184082,0.7515006592516881,-0.09063456205028331,-0.8442553534925553,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-08-16,38.20199966430664,51.243186950683594,0.7468672575129,-0.06985883977123564,-0.6554444142752803,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-08-17,38.23149871826172,51.38355255126953,0.7446812695997599,-0.03287043216365504,-0.35458034916525627,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-08-18,38.222999572753906,51.43033981323242,0.7435346853430554,-0.017241957364277027,-0.23288702719596596,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-08-19,37.865501403808594,51.360164642333984,0.7386785671381535,-0.07315142217032644,-0.6988753063758664,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-08-22,37.9739990234375,51.31337356567383,0.7397316796079503,0.01587100935140029,0.05305312831205213,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-08-23,38.122501373291016,51.28997421264648,0.7424694199026679,0.04126397280459315,0.2520224727215967,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-08-24,37.86249923706055,51.43033981323242,0.73760993858363,-0.0730305539130427,-0.6777492249461267,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-08-25,37.96099853515625,51.52393341064453,0.7369551857912646,-0.009831384182035663,-0.15498996409522847,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-08-26,38.45000076293945,51.64089584350586,0.7428528241701511,0.08841544291450987,0.6685118037421853,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-08-29,38.56449890136719,52.21017837524414,0.7395720274706895,-0.048688574218473946,-0.4613871042933718,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-08-30,38.37900161743164,52.639102935791016,0.7313927975433158,-0.12085913894711808,-1.0522221685633601,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-08-31,38.45800018310547,52.639102935791016,0.7307722727823054,-0.009196706504255303,-0.1148326666318063,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-09-01,38.53099822998047,52.41293716430664,0.7341760966433016,0.0506726090791787,0.38147505892087225,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-09-02,38.62200164794922,52.631309509277344,0.7338995664884257,-0.0040935846275829135,-0.06683576974336905,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-09-06,39.44350051879883,52.59231185913086,0.7464468866901316,0.18613306771410976,1.4839218687565725,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
2016-09-07,39.2239990234375,52.37394714355469,0.7483739582479938,0.02870089054427183,0.1863098482101023,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-09-08,39.202999114990234,52.44413757324219,0.7477078342307365,-0.009893407997473957,-0.10290308809856857,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-09-09,38.00699996948242,51.97623062133789,0.7349250878461289,-0.19163588581498203,-1.5874460676336049,1,0.0,0.0,-0.0,0.0,-0.0,3.169534099714711
2016-09-12,38.574501037597656,52.295955657958984,0.7370232349310849,0.031166624756153283,0.2660408627710906,1,0.0,0.0,0.0,0.0,0.0,3.169534099714711
